text,label
i feel like the proud parent who gets to see both kids go off to school together hand in hand and not be separated,1
i got to feel that kind of joy was during college and even then i was still caring for others providing for others and just generally being elizabeth,2
i used to feel devastated when someone criticized what i did,0
i feel like i should be ecstatic and i just want to cry all the time,1
im feeling indecisive about what i want to do with the rest of my life,4
i feel thrilled about learning,1
ive always heard choose one feauture to play up eyes or lips then tone down the other feautures and i love this rule i feel envious of selena here she is soo pretty she has lovely dark hair and great eyes she can wear such a wide colour range,3
i can describe what happens to me is that i feel shaky,4
im sore and feeling very unsure of how in the world i will go more miles in weeks,4
i feel a cool breeze and think it might be cold but then i realize it is still degrees and humid outside,1
i had a feeling this little girl was going to arrive soon but i still felt very unsure of when it would actually happen,4
i feel a whisper a friendly voice start to rise indulge until your hearts content and pay no mind,1
i hang out i leave feeling energized and happy,1
i feel bitter that my cancer was relegated to unnecessary to meet with someone as important as an oncologist,3
i actually feel sorrowful,0
i was feeling kind of resentful about it since its april and all,3
i have written i don t know why this would make me feel shy,4
i feel so resentful at the sun for chasing me into the house most of the day,3
im listening to right now because i feel like i need it and i want to share it with you little ones despite my convinced atheism somehow it never fails to make me feel better,1
i let myself fall asleep earlier this afternoon and i m feeling extremely shitty,0
